"","Endothelial ACKR1","Endothelial RGS5","Endothelial CXCL12","CAFs MSC iCAF-like","CAFs myCAF-like","PVL Differentiated","PVL Immature","B cells Memory","T cells CD8+","T cells CD4+","Macrophage","Monocyte","DCs","Myoepithelial","Luminal Progenitors","Mature Luminal","Plasmablasts","Cancer Cycling","Cancer Her2 SC","Cancer LumB SC","Cancer LumA SC","Cancer Basal SC"
"Bulk_0070",0.00887342678870323,0.0096837547644321,0.00154254804635187,0.0640503653554552,0.0319728885697361,0.138634097078401,0.177049666335874,0.0270438725862859,0.158184219567849,0.14681018005369,0.0108942607048069,0.00360216485797895,0.00590766674034996,0.0403964085389937,0.11240598742275,0.0342845111691718,0.00184473294521543,0.00533952804019179,0.000592612695917963,1.99474241209872e-19,0.0208871077378449,0
"Bulk_0071",2.63689304723768e-11,3.56832201190176e-15,0,8.48468692856747e-12,0.000857845603112141,0.0468182693086748,0.0499304309674471,1.2967403006854e-20,4.57528504107503e-11,0,0.0104954652717965,7.97920125753395e-12,7.91528385044176e-14,2.7020525057034e-12,0.0365168568693923,0.0168375406472523,0.788110990971769,3.41035885480339e-12,0.00581937038084508,0.0243835020915122,0.0202297277934174,4.86706398172439e-20
"Bulk_0072",0.0138267158381707,0.017202544965379,0.0118473707130266,0.113190945120092,0.0395353966095503,0.00274591034227404,0.0373207772431103,3.19375121968551e-07,4.3595491569168e-07,0,0.0986992463251144,0.0769685167152847,6.05388365118296e-07,0.00096049813668875,0.0203295045803957,0.000850634892414995,0.565343814328983,0.000286586769803781,0.000890127553042948,2.40419697816707e-18,4.91482660962508e-08,0
"Bulk_0073",0.0054140389305376,1.38794534194336e-07,0.00275131003142308,0.00368431862304022,8.84091340644624e-05,0.0612567558004844,0.0845811823676491,0.392200295222416,1.99747289910656e-07,6.93370165933812e-19,0.0350633906202123,0.0279125770027455,1.19689854321284e-07,5.87668943916576e-09,0.0157597781327255,3.88384921178291e-09,0.356079403198894,5.13804720411227e-09,0.00328307282305947,1.38294935562632e-08,0.0118320857609013,9.28953920893942e-05
"Bulk_0074",3.83909321516376e-21,0.00264883032050854,6.50300052862541e-08,0.226417674951101,0.159662403903636,8.5889714561119e-05,0.0340099742060828,1.53360813665375e-08,0.020088805429654,0.00348378570755202,0.00209151210304805,0.00109943937608758,0.00398761417031461,0.079089486973028,0.210758983777911,0.0884637361380681,0.140405202906494,0.00126263871305096,0.00280720847116333,0,0.0236367327716521,1.63293603370074e-20
"Bulk_0075",3.10370832118959e-07,9.21442822509431e-08,1.26477623537208e-20,0.0132394315944956,0.006915616002969,0.0240993792446547,0.0412224292126698,0,0.0334928953183111,2.51615569417657e-20,0.000594613399883735,1.00397561535116e-07,1.67149868180488e-09,8.5710107823174e-08,9.23227153110665e-08,1.44733888876851e-20,0.880049908799978,0,0.000384940802191782,0,1.03007848291245e-07,2.29168785345311e-19
"Bulk_0076",0.0893886381481403,0.125124178747596,0.113174572140635,1.09688028541126e-19,0.00106004491260392,0.0933544136911973,0.129191446001583,0.0044766778624472,3.26700709785207e-07,0,0.000354658633800675,1.10712551580227e-08,0.00556673493867614,3.20884427342244e-19,0.00197878413279678,0.000760752547579307,0.426509376192078,0,0.00456578074364252,0.00449347133542836,1.32199830529343e-07,4.36893744566306e-21
"Bulk_0077",6.51300455071498e-09,0.0131862613921519,0.00685199772941199,1.52015558238249e-19,0.000158085189745489,0.129711993865545,0.233609925178108,0.253567206990927,2.38319125452355e-10,1.08699164868057e-08,0.00202343802953609,0.00172031605849359,0.00335961190516445,0,0.00694185660924088,1.31002037994469e-09,0.339608951601403,1.71857702308722e-11,0.00337107019349892,0.000298174509069294,0.00559109151368515,2.85572066844196e-10
"Bulk_0078",0.00364442024318341,0.00523164208930317,0.00936938437572269,2.58718571171109e-20,0,0.00387190666261635,0,0.27392765728501,0.00896202826703386,8.5264650749472e-09,0.377971956871493,0.215314500758111,0.0910315102920639,3.81874353690112e-11,0.00101635031622553,9.13129963907393e-05,0.00932569016728334,9.12230099281032e-09,0.000168217544999021,8.90950623910531e-20,7.34044436105506e-05,0
"Bulk_0079",0.00296249013524731,0.00114526653147321,0.00308182862359466,6.19563963046225e-20,2.15396499119885e-22,1.9329759132508e-21,5.82043213276592e-10,0.134003636727838,0.250621412091815,0.252723816027756,0.000670357062120594,0.00137824532369616,0.000969110068218298,0.0555025193276678,0.133258418075198,0.059197335058603,0.0671392954499133,0.0117834519904466,8.35470136404974e-05,0.0117225297945091,0.0137567401162192,2.58956465408328e-20
