                    p.Moran_I  p.Moran_Z  p.Moran_P  p.Moran_Padj
DKK1_LRP5            0.004920   1.106380   0.138861      0.390508
TDGF1_ACVR2B         0.005106   1.103636   0.139860      0.392873
BMP8B_ACVR1          0.005171   1.107694   0.140859      0.394787
WNT3_FZD5            0.004875   1.052363   0.140859      0.394787
CCL7_CCR10           0.005132   1.100591   0.141858      0.397139
SLIT1_ROBO1          0.004783   1.071058   0.144855      0.405073
RLN2_RXFP1           0.003656   0.840228   0.146853      0.410199
TGFB1_TGFBR1         0.005025   1.052369   0.148851      0.415313
ANGPTL1_TEK          0.004805   1.047007   0.149850      0.417164
CHAD_ITGA2           0.004752   1.009194   0.149850      0.417164
CTF1_LIFR            0.005085   0.927298   0.150849      0.418539
MMP1_ITGA2           0.004929   1.028028   0.150849      0.418539
PLA2G10_PLA2R1       0.004899   0.989845   0.150849      0.418539
GNAI2_ADRA2B         0.004593   1.018779   0.151848      0.420841
CALM3_KCNQ1          0.005073   1.064918   0.154845      0.427717
RELN_LRP8            0.004947   1.057816   0.154845      0.427717
COL18A1_ITGB1        0.004799   1.009114   0.154845      0.427717
VEGFA_SIRPA          0.004992   0.989176   0.155844      0.429522
CXCL1_CXCR2          0.004019   0.873720   0.155844      0.429522
TNFSF12_TNFRSF12A    0.004965   1.009453   0.156843      0.430367
GDF7_ACVR2A          0.004915   1.029019   0.156843      0.430367
CCL8_CCR5            0.004890   1.039727   0.156843      0.430367
CXCL12_CCR4          0.004676   1.013454   0.156843      0.430367
CLEC11A_KIT          0.004522   0.977102   0.159840      0.438107
NMB_GRPR             0.005065   1.065720   0.161838      0.442607
CALR_TSHR            0.004650   1.000253   0.161838      0.442607
LRPAP1_LRP8          0.004613   1.013209   0.164835      0.450308
EPO_EPOR             0.004863   0.965306   0.165834      0.452540
CD40LG_ITGAM         0.004866   0.971498   0.166833      0.454767
NGF_SORT1            0.004431   0.989398   0.171828      0.467869
TNFSF13_TNFRSF17     0.004251   0.861666   0.174825      0.475509
BMP4_ACVR1           0.004023   0.857820   0.177822      0.483132
GNAS_GCGR            0.004590   0.952863   0.178821      0.485316
DKK2_LRP6            0.004070   0.886094   0.179820      0.486964
BMP7_ACVR2A          0.003780   0.898988   0.179820      0.486964
VEGFC_LYVE1          0.003771   0.839292   0.180819      0.489137
JAG1_NOTCH2          0.004453   0.871820   0.181818      0.491304
FGF13_FGFR4          0.004106   0.967964   0.184815      0.498861
EDN2_EDNRB           0.004001   0.864236   0.185814      0.501013
IL25_IL17RB          0.004144   0.857499   0.187812      0.505852
MSTN_ACVR2B          0.003940   0.871517   0.188811      0.507992
FGF17_FGFR2          0.004302   0.845951   0.189810      0.509577
EFNB1_EPHB1          0.004042   0.853915   0.189810      0.509577
GDF6_BMPR2           0.003926   0.879122   0.192807      0.515951
EFNA1_EPHA7          0.003766   0.854470   0.192807      0.515951
TNFSF10_TNFRSF10B    0.003704   0.828269   0.192807      0.515951
LAMC3_ITGA6          0.004203   0.812645   0.193806      0.518067
DLL3_NOTCH4          0.004146   0.856713   0.194805      0.519620
RGMA_BMPR1B          0.003792   0.847143   0.194805      0.519620
COL4A4_ITGAV         0.003974   0.846020   0.195804      0.521166
BMP6_ACVR2A          0.003657   0.815741   0.195804      0.521166
MADCAM1_ITGB7        0.004080   0.833338   0.196803      0.523265
EFNA4_EPHA2          0.003917   0.848382   0.198801      0.528013
ANGPT1_TEK           0.003501   0.772432   0.200799      0.532750
LGALS3BP_ITGB1       0.003950   0.873621   0.201798      0.534260
GDF11_ACVR2B         0.003851   0.851225   0.201798      0.534260
NRG2_ERBB4           0.004259   0.798508   0.202797      0.536334
TGM2_SDC4            0.003529   0.797316   0.203796      0.538403
RIMS1_SLC17A7        0.002692   0.591611   0.204795      0.540468
COL6A3_ITGA2         0.003953   0.830046   0.206793      0.544585
GZMB_IGF2R           0.003671   0.789856   0.206793      0.544585
IL16_KCND2           0.003520   0.815019   0.207792      0.546636
IL1B_ADRB2           0.003426   0.732264   0.213786      0.561810
GDF9_BMPR1B          0.003492   0.785562   0.215784      0.566462
SFTPD_TLR4           0.003672   0.775292   0.216783      0.568484
GNAI2_TBXA2R         0.003646   0.795740   0.218781      0.572516
NCAM1_FGFR2          0.003054   0.757805   0.218781      0.572516
LAMA4_ITGA3          0.003365   0.748405   0.220779      0.577137
ANGPT2_TEK           0.003675   0.733015   0.221778      0.578532
CCL27_ACKR2          0.002575   0.533888   0.221778      0.578532
COL4A3_CD47          0.003664   0.803379   0.222777      0.579921
L1CAM_FGFR2          0.003338   0.740467   0.222777      0.579921
CALM3_AQP6           0.003493   0.766474   0.223776      0.581304
FGF16_FGFR2          0.003319   0.715997   0.223776      0.581304
ICAM4_ITGAV          0.003777   0.769822   0.225774      0.585271
WNT3A_FZD5           0.003402   0.750890   0.225774      0.585271
HLA-C_NOTCH4         0.003813   0.747574   0.226773      0.586027
WNT2_FZD7            0.003452   0.741238   0.226773      0.586027
MDK_PTPRB            0.003344   0.755898   0.226773      0.586027
NTN1_DCC             0.003069   0.697921   0.227772      0.587998
TNC_ITGA8            0.003439   0.725130   0.229770      0.591926
EFNA5_EPHB1          0.003186   0.676115   0.229770      0.591926
IL15_IL2RA           0.003363   0.679728   0.230769      0.593884
KISS1_KISS1R         0.003067   0.651751   0.231768      0.595838
PTMA_VIPR1           0.003401   0.742382   0.235764      0.605485
COL4A5_ITGAV         0.003484   0.751589   0.236763      0.607424
WNT5A_FZD8           0.002995   0.663323   0.240759      0.617039
WNT3A_APCDD1         0.003241   0.677838   0.241758      0.618324
CXCL3_CXCR2          0.001227   0.233509   0.241758      0.618324
BMP4_ACVR2A          0.003559   0.713068   0.242757      0.620241
FASLG_TNFRSF1A       0.003071   0.661956   0.243756      0.621516
NID2_COL13A1         0.003019   0.656366   0.243756      0.621516
HSPA1A_GRIN2D        0.003336   0.715882   0.245754      0.622144
SEMA6D_TREM2         0.003248   0.670118   0.245754      0.622144
COL5A3_SDC3          0.003220   0.710852   0.244755      0.622144
MMP9_EPHB2           0.003173   0.713010   0.245754      0.622144
F10_F3               0.003088   0.596104   0.245754      0.622144
CCL2_ACKR2           0.002949   0.637594   0.244755      0.622144
WNT7A_FZD5           0.002883   0.623851   0.245754      0.622144
WNT5A_MCAM           0.003495   0.725371   0.247752      0.623393
INHBA_TGFBR3         0.003419   0.719750   0.246753      0.623393
SEMA7A_ITGA1         0.003198   0.671910   0.247752      0.623393
SEMA3A_NRP1          0.003197   0.652245   0.247752      0.623393
NRG3_ERBB4           0.003056   0.615202   0.246753      0.623393
EFNB1_EPHB4          0.002943   0.659486   0.247752      0.623393
VEGFA_EPHB2          0.003305   0.684934   0.248751      0.625274
EFNB1_EPHA6          0.002856   0.595746   0.250749      0.629659
TGFB2_ACVR1          0.003386   0.704077   0.252747      0.634036
GNB3_TGFBR1          0.003239   0.697827   0.254745      0.637761
FGF20_FGFR4          0.003233   0.675539   0.254745      0.637761
RIMS1_SLC18A2        0.002369   0.477350   0.255744      0.639618
SPINK1_EGFR          0.002059   0.455038   0.257742      0.643967
DLK1_NOTCH2          0.002766   0.591402   0.259740      0.648308
HRAS_GRIN2D          0.002917   0.648235   0.261738      0.651985
C4B_CD46             0.002723   0.614932   0.261738      0.651985
EFNB2_EPHB6          0.002838   0.600302   0.263736      0.656305
HGF_SDC2             0.003023   0.607441   0.267732      0.665582
CCL2_CCR4            0.002721   0.635135   0.268731      0.667399
TAC1_TACR1           0.000311   0.000114   0.269730      0.669211
SEMA3A_PLXNA3        0.003057   0.638380   0.270729      0.671020
PDGFC_KDR            0.002679   0.622022   0.272727      0.674627
RSPO4_LGR4           0.002485   0.572000   0.272727      0.674627
CALM2_GP6            0.002683   0.593186   0.275724      0.680010
PROC_ITGAM           0.002681   0.606203   0.275724      0.680010
GAS6_TYRO3           0.002462   0.574805   0.275724      0.680010
NCAM1_ROBO1          0.002362   0.505836   0.276723      0.681798
DHH_PTCH2            0.002360   0.511153   0.279720      0.688500
APP_SLC45A3          0.002663   0.622406   0.280719      0.690275
VTN_ITGB1            0.002759   0.577242   0.282717      0.694501
CD40LG_TRAF3         0.002985   0.551512   0.283716      0.696267
FGF11_FGFR2          0.002488   0.566717   0.284715      0.697342
CCL28_ACKR2          0.002477   0.557050   0.284715      0.697342
NTN1_UNC5A           0.002657   0.546895   0.287712      0.703989
CALM1_EGFR           0.002432   0.528023   0.288711      0.705739
ICAM4_ITGAM          0.002448   0.515829   0.289710      0.707485
EGF_CAV1             0.002348   0.474833   0.290709      0.708533
EDN1_EDNRB           0.002340   0.548462   0.290709      0.708533
CUBN_LRP2            0.002722   0.532424   0.291708      0.708883
VTN_ITGA5            0.002604   0.504018   0.291708      0.708883
DKK1_KREMEN1         0.002409   0.467250   0.291708      0.708883
MIA_CDH7             0.001741   0.358941   0.294705      0.715466
CXCL2_CXCR2          0.001595   0.224949   0.298701      0.724460
IL1RN_IL1RL2         0.002126   0.495526   0.299700      0.726174
LAMA1_ITGB1          0.002761   0.571489   0.301698      0.729593
EFNA5_EPHA3          0.001870   0.451807   0.301698      0.729593
C1QA_CSPG4           0.002556   0.524728   0.302697      0.731298
TCN2_CNR1            0.002707   0.529542   0.303696      0.731578
BMP4_BMPR1A          0.002464   0.511213   0.303696      0.731578
NTNG2_LRRC4C         0.001356   0.389422   0.303696      0.731578
NCAM1_GFRA1          0.002261   0.489644   0.305694      0.735679
BMP4_BMPR2           0.002553   0.530043   0.306693      0.737369
LTA_EDNRA            0.002260   0.497305   0.308691      0.741456
LAMC2_CD151          0.002050   0.488002   0.310689      0.745534
FGF19_KLB            0.001101   0.253769   0.311688      0.747210
LAMA2_ITGB4          0.002406   0.488388   0.312687      0.748883
SEMA3A_PLXNA1        0.002342   0.477677   0.313686      0.750553
WNT5A_FZD5           0.002320   0.446077   0.318681      0.761771
AREG_ERBB3           0.002213   0.470582   0.322677      0.770582
PTN_PTPRS            0.002160   0.448260   0.324675      0.773867
EFNB3_RHBDL2         0.002053   0.452096   0.324675      0.773867
PRSS23_TMEM222       0.002406   0.481472   0.325674      0.774762
AMH_ACVR1            0.002163   0.452270   0.325674      0.774762
BMP6_ACVR2B          0.001763   0.368781   0.326673      0.776396
GNAI2_TSHR           0.002063   0.423236   0.327672      0.777284
NXPH1_NRXN2          0.001734   0.393199   0.327672      0.777284
PROC_PROCR           0.001623   0.389923   0.329670      0.781278
SPP1_ITGA9           0.002302   0.457662   0.330669      0.782899
NLGN3_NRXN3          0.001429   0.345216   0.331668      0.783771
NGF_NTRK1            0.001166   0.319342   0.331668      0.783771
SEMA3A_PLXNA2        0.001825   0.379051   0.332667      0.784640
CCL25_ACKR2          0.000711   0.083827   0.332667      0.784640
SERPINC1_GPC1        0.001674   0.407769   0.333666      0.785506
CCL11_ACKR2          0.001659   0.398228   0.333666      0.785506
CYR61_ITGB3          0.001469   0.381431   0.334665      0.787113
RBP4_STRA6           0.001841   0.373899   0.335664      0.787971
GNAI2_ADORA1         0.001514   0.411002   0.335664      0.787971
FGF11_FGFR3          0.001712   0.359485   0.337662      0.791167
TDGF1_ACVR2A         0.001595   0.280625   0.337662      0.791167
TNFSF9_TRAF2         0.001628   0.403191   0.338661      0.792015
CALCA_CALCR          0.000423   0.044555   0.338661      0.792015
ECM1_CACHD1          0.001927   0.384459   0.340659      0.795192
NTF3_NTRK1           0.000036   0.036242   0.340659      0.795192
PDAP1_PDGFRB         0.001847   0.375556   0.343656      0.799934
HRAS_TLR2            0.001720   0.380843   0.343656      0.799934
PCSK9_VLDLR          0.000793   0.183653   0.343656      0.799934
BTC_EGFR             0.002007   0.360522   0.348651      0.810802
LAMA1_RPSA           0.001753   0.416054   0.349650      0.811607
TAC1_TACR2           0.000662   0.165479   0.349650      0.811607
SHBG_CD177           0.000744   0.149568   0.350649      0.813166
VTN_ITGB3           -0.001559  -0.340961   0.351648      0.814723
FGF1_FGFRL1          0.001732   0.390394   0.354645      0.820902
LIF_LIFR             0.001743   0.376086   0.361638      0.833982
KNG1_PLAUR           0.001419   0.322193   0.361638      0.833982
FGF16_FGFR3          0.001375   0.267375   0.361638      0.833982
FGL1_EGFR            0.000718   0.158714   0.360639      0.833982
LAMC3_ITGB4          0.001459   0.307321   0.362637      0.834737
HHLA3_CHRM3          0.001155   0.225137   0.362637      0.834737
WNT3A_FZD7           0.001715   0.335733   0.363636      0.836263
EDN1_EDNRA           0.001265   0.276167   0.367632      0.843891
CCL14_ACKR2          0.000857   0.180529   0.367632      0.843891
BMP7_ACVR2B          0.001552   0.341521   0.368631      0.844624
RSPO1_LGR5          -0.000028   0.033549   0.368631      0.844624
SEMA7A_PLXNC1        0.001487   0.294623   0.371628      0.850707
DKK1_LRP6            0.001116   0.289816   0.373626      0.854494
NTF3_NGFR            0.000591   0.139927   0.374625      0.855991
CALM3_KCNQ3          0.001635   0.359767   0.375624      0.857486
GHRH_VIPR1           0.001470   0.255079   0.376623      0.858978
CXCL13_ACKR4         0.000807   0.238555   0.378621      0.862743
RSPO3_FZD8           0.001725   0.313705   0.379620      0.864227
PDGFB_PDGFRA         0.001657   0.347938   0.382617      0.869458
RSPO1_LGR6           0.000335   0.096197   0.382617      0.869458
SCT_VIPR1            0.001432   0.284380   0.385614      0.874669
IL19_IL20RB          0.000865   0.169482   0.385614      0.874669
KNG1_SDC2            0.001107   0.189545   0.396603      0.897956
LAMA5_ITGA3          0.001103   0.261014   0.396603      0.897956
VWF_SIRPA            0.001036   0.247149   0.398601      0.900839
DLK1_NOTCH4          0.000487   0.087444   0.398601      0.900839
CLCF1_LIFR           0.000641   0.160119   0.401598      0.905965
KNG1_GPR135          0.000092  -0.008851   0.401598      0.905965
BMP6_BMPR1B          0.000195   0.066946   0.404595      0.911899
HSP90B1_TLR7         0.001067   0.193557   0.408591      0.918407
BMP7_BMPR1B          0.000720   0.188681   0.408591      0.918407
TF_TFR2              0.000049   0.059016   0.408591      0.918407
EFNB3_EPHB6          0.001148   0.216287   0.409590      0.919821
CCL25_ACKR4         -0.000716  -0.131008   0.411588      0.923474
IL20_IL22RA1         0.000991   0.202999   0.412587      0.924047
ICAM4_ITGA4          0.000414   0.058158   0.412587      0.924047
BTC_ERBB4            0.000939   0.172355   0.414585      0.926852
KNG1_BDKRB1         -0.000201   0.028559   0.414585      0.926852
HBEGF_ERBB4          0.000806   0.220077   0.415584      0.928251
LAMC3_ITGA3          0.000546   0.159835   0.417582      0.931876
CDH1_LRP5            0.001000   0.196122   0.418581      0.932431
LTF_LRP1             0.000913   0.187735   0.418581      0.932431
PLAU_VLDLR           0.000767   0.187404   0.423576      0.942714
FGF2_CD44            0.001110   0.203620   0.424575      0.943248
LAMA1_ITGA2          0.000979   0.182209   0.424575      0.943248
ADAM15_ITGA5         0.000856   0.193233   0.425574      0.944623
FGF12_FGFR1          0.000739   0.164573   0.426573      0.945153
TNF_TNFRSF21         0.000631   0.172562   0.426573      0.945153
IL12B_IL12RB2       -0.000840  -0.166365   0.435564      0.964215
WNT3A_FZD8           0.000644   0.131459   0.436563      0.965566
GDF7_BMPR2           0.000486   0.102478   0.439560      0.971331
EFNB2_RHBDL2         0.000324   0.044937   0.443556      0.979291
IFNL2_IL10RB         0.000077   0.032609   0.444555      0.980625
FGF8_FGFR4           0.000567   0.115009   0.445554      0.981958
FGF1_FGFR2           0.000546   0.101235   0.448551      0.987687
EFNB2_EPHA4          0.000927   0.122738   0.449550      0.989011
EFNA5_EPHA1          0.000541   0.148674   0.450549      0.989458
GDF6_BMPR1B         -0.000239  -0.051849   0.450549      0.989458
SLIT2_GPC1           0.000587   0.102776   0.454545      0.997352
P4HB_GPR162          0.000689   0.146045   0.455544      0.998663
BMP7_ACVR1           0.000282   0.030860   0.456543      0.999971
CALM1_GRM4           0.000600   0.018417   0.493506      1.000000
LAMA2_RPSA           0.000485   0.094890   0.476523      1.000000
CCL4_ACKR2           0.000373   0.056809   0.469530      1.000000
NCAM1_ROBO3          0.000338   0.011810   0.466533      1.000000
BMP7_BMPR2           0.000331   0.034310   0.489510      1.000000
MADCAM1_CD44         0.000294   0.070567   0.484515      1.000000
FGF11_FGFR4          0.000280   0.043778   0.486513      1.000000
PDGFB_S1PR1          0.000267   0.042701   0.468531      1.000000
LAMB1_ITGA3          0.000254   0.020058   0.496503      1.000000
ASIP_F11R            0.000203   0.059092   0.481518      1.000000
POMC_MC1R            0.000185   0.048826   0.465534      1.000000
GNAI2_LPAR3          0.000107   0.034767   0.489510      1.000000
TNFSF10_TNFRSF11B    0.000094   0.070113   0.471528      1.000000
IFNL3_IL10RB         0.000072   0.023213   0.458541      1.000000
EFNB3_EPHB4          0.000038   0.036718   0.484515      1.000000
EFNB2_EPHB2          0.000029  -0.030663   0.517483      1.000000
SFTPD_LY96           0.000017   0.008864   0.482517      1.000000
FGF16_FGFR1          0.000016  -0.001243   0.485514      1.000000
SEMA6A_PLXNA2        0.000010   0.024862   0.478521      1.000000
SEMA3D_NRP1          0.000004   0.028813   0.477522      1.000000
AANAT_MTNR1A         0.000000   0.000000   1.000000      1.000000
AANAT_MTNR1B         0.000000   0.000000   1.000000      1.000000
ACE_AGTR2            0.000000   0.000000   1.000000      1.000000
ADAM2_CD9            0.000000   0.000000   1.000000      1.000000
ADAM2_ITGA6          0.000000   0.000000   1.000000      1.000000
ADAM2_ITGA9          0.000000   0.000000   1.000000      1.000000
ADAM2_ITGB1          0.000000   0.000000   1.000000      1.000000
ADAM2_ITGB7          0.000000   0.000000   1.000000      1.000000
ADCYAP1_SCTR         0.000000   0.000000   1.000000      1.000000
ADM_GPR182           0.000000   0.000000   1.000000      1.000000
ADM_MRGPRX2          0.000000   0.000000   1.000000      1.000000
AGRN_MUSK            0.000000   0.000000   1.000000      1.000000
AGRP_MC3R            0.000000   0.000000   1.000000      1.000000
AGRP_MC4R            0.000000   0.000000   1.000000      1.000000
AGRP_MC5R            0.000000   0.000000   1.000000      1.000000
AGT_AGTR2            0.000000   0.000000   1.000000      1.000000
AGT_MAS1             0.000000   0.000000   1.000000      1.000000
AHSG_INSR            0.000000   0.000000   1.000000      1.000000
AMELX_LAMP1          0.000000   0.000000   1.000000      1.000000
AMELY_LAMP1          0.000000   0.000000   1.000000      1.000000
ANGPTL3_ITGA5        0.000000   0.000000   1.000000      1.000000
ANGPTL3_ITGAV        0.000000   0.000000   1.000000      1.000000
ANGPTL3_ITGB3        0.000000   0.000000   1.000000      1.000000
APOB_CALCR           0.000000   0.000000   1.000000      1.000000
APOB_ITGAM           0.000000   0.000000   1.000000      1.000000
APOB_ITGB2           0.000000   0.000000   1.000000      1.000000
APOB_LDLR            0.000000   0.000000   1.000000      1.000000
APOB_LRP2            0.000000   0.000000   1.000000      1.000000
APOB_LRP6            0.000000   0.000000   1.000000      1.000000
APOB_LRP8            0.000000   0.000000   1.000000      1.000000
APOB_LSR             0.000000   0.000000   1.000000      1.000000
APOB_OLR1            0.000000   0.000000   1.000000      1.000000
APOC3_SDC2           0.000000   0.000000   1.000000      1.000000
APOC3_TLR2           0.000000   0.000000   1.000000      1.000000
APOE_CHRNA4          0.000000   0.000000   1.000000      1.000000
ASIP_MC2R            0.000000   0.000000   1.000000      1.000000
ASIP_MC3R            0.000000   0.000000   1.000000      1.000000
ASIP_MC4R            0.000000   0.000000   1.000000      1.000000
ASIP_MC5R            0.000000   0.000000   1.000000      1.000000
AVP_AVPR1A           0.000000   0.000000   1.000000      1.000000
AVP_AVPR1B           0.000000   0.000000   1.000000      1.000000
AVP_AVPR2            0.000000   0.000000   1.000000      1.000000
AVP_OXTR             0.000000   0.000000   1.000000      1.000000
B2M_KIR3DL1          0.000000   0.000000   1.000000      1.000000
BCAN_EGFR            0.000000   0.000000   1.000000      1.000000
BCAN_NRCAM           0.000000   0.000000   1.000000      1.000000
BDNF_DDR1            0.000000   0.000000   1.000000      1.000000
BDNF_DRD4            0.000000   0.000000   1.000000      1.000000
BDNF_NGFR            0.000000   0.000000   1.000000      1.000000
BDNF_NTRK2           0.000000   0.000000   1.000000      1.000000
BDNF_SORT1           0.000000   0.000000   1.000000      1.000000
BMP10_ACVR1          0.000000   0.000000   1.000000      1.000000
BMP10_ACVR2A         0.000000   0.000000   1.000000      1.000000
BMP10_ACVR2B         0.000000   0.000000   1.000000      1.000000
BMP10_ACVRL1         0.000000   0.000000   1.000000      1.000000
BMP10_BMPR1A         0.000000   0.000000   1.000000      1.000000
BMP10_BMPR1B         0.000000   0.000000   1.000000      1.000000
BMP10_BMPR2          0.000000   0.000000   1.000000      1.000000
BMP10_ENG            0.000000   0.000000   1.000000      1.000000
BMP15_ACVR1          0.000000   0.000000   1.000000      1.000000
BMP15_ACVR2A         0.000000   0.000000   1.000000      1.000000
BMP15_ACVR2B         0.000000   0.000000   1.000000      1.000000
BMP15_BMPR1A         0.000000   0.000000   1.000000      1.000000
BMP15_BMPR1B         0.000000   0.000000   1.000000      1.000000
BMP15_BMPR2          0.000000   0.000000   1.000000      1.000000
BMP5_ACVR1           0.000000   0.000000   1.000000      1.000000
BMP5_ACVR2A          0.000000   0.000000   1.000000      1.000000
BMP5_ACVR2B          0.000000   0.000000   1.000000      1.000000
BMP5_BMPR1A          0.000000   0.000000   1.000000      1.000000
BMP5_BMPR1B          0.000000   0.000000   1.000000      1.000000
BMP5_BMPR2           0.000000   0.000000   1.000000      1.000000
C1QTNF5_MFRP         0.000000   0.000000   1.000000      1.000000
CALCB_CALCR          0.000000   0.000000   1.000000      1.000000
CALCB_CALCRL         0.000000   0.000000   1.000000      1.000000
CALCB_RAMP1          0.000000   0.000000   1.000000      1.000000
CALM1_ADCY8          0.000000   0.000000   1.000000      1.000000
CALM1_CNGA2          0.000000   0.000000   1.000000      1.000000
CALM1_CRHR1          0.000000   0.000000   1.000000      1.000000
CALM1_GLP1R          0.000000   0.000000   1.000000      1.000000
CALM1_GLP2R          0.000000   0.000000   1.000000      1.000000
CALM1_GRM3           0.000000   0.000000   1.000000      1.000000
CALM1_GRM5           0.000000   0.000000   1.000000      1.000000
CALM1_HTR2C          0.000000   0.000000   1.000000      1.000000
CALM1_MIP            0.000000   0.000000   1.000000      1.000000
CALM1_OPRM1          0.000000   0.000000   1.000000      1.000000
CALM1_SCN10A         0.000000   0.000000   1.000000      1.000000
CALM1_SCTR           0.000000   0.000000   1.000000      1.000000
CALM1_TRPC5          0.000000   0.000000   1.000000      1.000000
CALM2_ADCY8          0.000000   0.000000   1.000000      1.000000
CALM2_GRM5           0.000000   0.000000   1.000000      1.000000
CALM2_SCN10A         0.000000   0.000000   1.000000      1.000000
CALM2_TRPC5          0.000000   0.000000   1.000000      1.000000
CALM3_ADCY8          0.000000   0.000000   1.000000      1.000000
CALM3_GRM5           0.000000   0.000000   1.000000      1.000000
CALM3_SCN10A         0.000000   0.000000   1.000000      1.000000
CALM3_TRPC5          0.000000   0.000000   1.000000      1.000000
CALR_MTNR1A          0.000000   0.000000   1.000000      1.000000
CCK_CCKAR            0.000000   0.000000   1.000000      1.000000
CCK_CCKBR            0.000000   0.000000   1.000000      1.000000
CCL11_CCR3           0.000000   0.000000   1.000000      1.000000
CCL13_CCR3           0.000000   0.000000   1.000000      1.000000
CCL13_CCR9           0.000000   0.000000   1.000000      1.000000
CCL14_CCR3           0.000000   0.000000   1.000000      1.000000
CCL15_CCR3           0.000000   0.000000   1.000000      1.000000
CCL16_CCR1           0.000000   0.000000   1.000000      1.000000
CCL16_CCR2           0.000000   0.000000   1.000000      1.000000
CCL16_CCR5           0.000000   0.000000   1.000000      1.000000
CCL16_CCR8           0.000000   0.000000   1.000000      1.000000
CCL16_HRH4           0.000000   0.000000   1.000000      1.000000
CCL17_CCR8           0.000000   0.000000   1.000000      1.000000
CCL1_CCR8            0.000000   0.000000   1.000000      1.000000
CCL24_CCR2           0.000000   0.000000   1.000000      1.000000
CCL24_CCR3           0.000000   0.000000   1.000000      1.000000
CCL25_CCR9           0.000000   0.000000   1.000000      1.000000
CCL26_CCR3           0.000000   0.000000   1.000000      1.000000
CCL28_CCR3           0.000000   0.000000   1.000000      1.000000
CCL2_CCR3            0.000000   0.000000   1.000000      1.000000
CCL3L1_CCR3          0.000000   0.000000   1.000000      1.000000
CCL3_CCR3            0.000000   0.000000   1.000000      1.000000
CCL4_CCR3            0.000000   0.000000   1.000000      1.000000
CCL4_CCR8            0.000000   0.000000   1.000000      1.000000
CCL5_CCR3            0.000000   0.000000   1.000000      1.000000
CCL5_GPR75           0.000000   0.000000   1.000000      1.000000
CCL7_CCR3            0.000000   0.000000   1.000000      1.000000
CCL8_CCR3            0.000000   0.000000   1.000000      1.000000
CD5L_CD5             0.000000   0.000000   1.000000      1.000000
CELA3B_CHRM3         0.000000   0.000000   1.000000      1.000000
CGA_FSHR             0.000000   0.000000   1.000000      1.000000
CGA_LHCGR            0.000000   0.000000   1.000000      1.000000
CGB8_SIRPA           0.000000   0.000000   1.000000      1.000000
CNTF_CNTFR           0.000000   0.000000   1.000000      1.000000
CNTF_IL6R            0.000000   0.000000   1.000000      1.000000
CNTF_IL6ST           0.000000   0.000000   1.000000      1.000000
CNTF_LIFR            0.000000   0.000000   1.000000      1.000000
COL2A1_OR1E1         0.000000   0.000000   1.000000      1.000000
COLQ_MUSK            0.000000   0.000000   1.000000      1.000000
CORT_GHSR            0.000000   0.000000   1.000000      1.000000
CORT_MRGPRX2         0.000000   0.000000   1.000000      1.000000
CORT_SSTR4           0.000000   0.000000   1.000000      1.000000
CORT_SSTR5           0.000000   0.000000   1.000000      1.000000
CPAMD8_SCTR          0.000000   0.000000   1.000000      1.000000
CRH_CRHR1            0.000000   0.000000   1.000000      1.000000
CRH_CRHR2            0.000000   0.000000   1.000000      1.000000
CRH_MC2R             0.000000   0.000000   1.000000      1.000000
CRP_OLR1             0.000000   0.000000   1.000000      1.000000
CSF2_CSF1R           0.000000   0.000000   1.000000      1.000000
CSF2_CSF2RA          0.000000   0.000000   1.000000      1.000000
CSF2_CSF2RB          0.000000   0.000000   1.000000      1.000000
CSF2_CSF3R           0.000000   0.000000   1.000000      1.000000
CSF2_IL3RA           0.000000   0.000000   1.000000      1.000000
CSF2_ITGA9           0.000000   0.000000   1.000000      1.000000
CSF2_ITGB1           0.000000   0.000000   1.000000      1.000000
CSF2_SDC2            0.000000   0.000000   1.000000      1.000000
CSF3_CSF1R           0.000000   0.000000   1.000000      1.000000
CSF3_CSF3R           0.000000   0.000000   1.000000      1.000000
CSH1_PRLR            0.000000   0.000000   1.000000      1.000000
CSH2_PRLR            0.000000   0.000000   1.000000      1.000000
CSHL1_GHR            0.000000   0.000000   1.000000      1.000000
CSHL1_PRLR           0.000000   0.000000   1.000000      1.000000
CXCL10_CCR3          0.000000   0.000000   1.000000      1.000000
CXCL11_CCR3          0.000000   0.000000   1.000000      1.000000
CXCL1_CXCR1          0.000000   0.000000   1.000000      1.000000
CXCL2_CXCR1          0.000000   0.000000   1.000000      1.000000
CXCL3_CXCR1          0.000000   0.000000   1.000000      1.000000
CXCL5_CXCR1          0.000000   0.000000   1.000000      1.000000
CXCL6_CXCR1          0.000000   0.000000   1.000000      1.000000
CXCL9_CCR3           0.000000   0.000000   1.000000      1.000000
DEFB103A_CCR6        0.000000   0.000000   1.000000      1.000000
DEFB103B_CCR2        0.000000   0.000000   1.000000      1.000000
DEFB103B_CCR6        0.000000   0.000000   1.000000      1.000000
DEFB4A_CCR6          0.000000   0.000000   1.000000      1.000000
DEFB4A_TLR4          0.000000   0.000000   1.000000      1.000000
DEFB4B_CCR6          0.000000   0.000000   1.000000      1.000000
DSCAM_DCC            0.000000   0.000000   1.000000      1.000000
EDA_EDAR             0.000000   0.000000   1.000000      1.000000
EDN3_EDNRA           0.000000   0.000000   1.000000      1.000000
EDN3_EDNRB           0.000000   0.000000   1.000000      1.000000
