                    p.Moran_I  p.Moran_Z  p.Moran_P  p.Moran_Padj
IL18_IL1RL2         -0.008000  -1.599376   0.949051      1.000000
FGF10_FGFR4         -0.008030  -1.726345   0.961039      1.000000
COL9A3_MAG          -0.008090  -1.711792   0.959041      1.000000
C4BPA_CD40          -0.008094  -1.702405   0.971029      1.000000
SST_SSTR2           -0.008101  -1.816815   0.996004      1.000000
GNAS_PTGDR          -0.008265  -1.742424   0.959041      1.000000
HHIPL2_CACHD1       -0.008371  -1.823633   0.967033      1.000000
CALM1_PDE1C         -0.008486  -1.784018   0.962038      1.000000
PODXL_SELL          -0.008562  -1.810657   0.970030      1.000000
NRG2_ERBB3          -0.008682  -1.810352   0.966034      1.000000
CALM3_EGFR          -0.008691  -1.825601   0.978022      1.000000
INHA_TGFBR3         -0.008777  -1.959033   0.976024      1.000000
CALM1_CALCR         -0.008782  -1.844982   0.970030      1.000000
OSM_OSMR            -0.008800  -1.868802   0.971029      1.000000
LGALS3BP_VANGL1     -0.008804  -1.853989   0.976024      1.000000
GDF10_ACVR1B        -0.008817  -1.878483   0.971029      1.000000
CCL22_CCR4          -0.009009  -1.980564   0.990010      1.000000
COL14A1_CD44        -0.009018  -1.938513   0.969031      1.000000
C1orf194_PLSCR4     -0.009117  -1.920010   0.987013      1.000000
IL19_IL20RA         -0.009157  -1.924806   0.977023      1.000000
EFNA5_EPHB2         -0.009202  -1.983349   0.975025      1.000000
CCL21_ACKR2         -0.009295  -1.998101   0.983017      1.000000
CALM3_GP6           -0.009307  -1.994029   0.975025      1.000000
COL4A6_CD47         -0.009333  -2.001595   0.983017      1.000000
NTN4_UNC5A          -0.009357  -2.025982   0.979021      1.000000
FGF9_FGFR1          -0.009392  -1.911925   0.979021      1.000000
WNT7B_LRP5          -0.009410  -1.978653   0.979021      1.000000
L1CAM_ITGA5         -0.009440  -1.968432   0.974026      1.000000
FN1_CD44            -0.009496  -1.965512   0.973027      1.000000
CALM3_SCN4A         -0.009534  -1.970045   0.979021      1.000000
NRG2_ERBB2          -0.009538  -1.989418   0.969031      1.000000
IGF1_INSR           -0.009572  -2.017661   0.980020      1.000000
LAMA2_ITGA3         -0.009648  -2.128803   0.987013      1.000000
CCL8_ACKR2          -0.009662  -2.021044   0.981019      1.000000
PRND_RPSA           -0.009671  -2.034102   0.975025      1.000000
GNAI2_CXCR2         -0.009693  -2.064981   0.978022      1.000000
MDK_ITGA6           -0.009709  -2.019950   0.981019      1.000000
TGFB1_ITGB6         -0.009746  -2.025264   0.980020      1.000000
FGF18_FGFR1         -0.009763  -2.107593   0.983017      1.000000
C6orf15_DDR1        -0.009807  -1.997862   0.978022      1.000000
VEGFB_TYRO3         -0.009997  -2.198813   0.989011      1.000000
CCL3_CCR4           -0.010117  -2.093045   0.999001      1.000000
S100A9_TLR4         -0.010169  -2.162521   0.982018      1.000000
APOE_LRP5           -0.010195  -2.137694   0.984016      1.000000
ADM2_CALCRL         -0.010201  -2.245755   0.988012      1.000000
ASIP_MGRN1          -0.010203  -2.210425   0.990010      1.000000
F7_F3               -0.010217  -2.202615   0.991009      1.000000
PSEN1_NOTCH4        -0.010319  -2.121068   0.984016      1.000000
CALM2_PDE1C         -0.010340  -2.273331   0.986014      1.000000
RGMA_NEO1           -0.010343  -2.153349   0.989011      1.000000
HDC_HRH1            -0.010346  -2.271122   0.994006      1.000000
CALM3_GRM7          -0.010388  -2.156090   0.980020      1.000000
FN1_TNFRSF11B       -0.010395  -2.169510   0.987013      1.000000
CTGF_LRP6           -0.010548  -2.280358   0.992008      1.000000
CTF1_IL6ST          -0.010576  -2.244217   0.983017      1.000000
LPL_CD44            -0.010579  -2.323155   0.988012      1.000000
HAS2_HMMR           -0.010579  -2.280757   0.991009      1.000000
CTHRC1_FZD6         -0.010730  -2.256616   0.986014      1.000000
PLAT_ITGAM          -0.010744  -2.263280   0.987013      1.000000
SFTPA2_CD93         -0.010850  -2.282160   0.995005      1.000000
CALM1_KCNN4         -0.010858  -2.363245   0.991009      1.000000
FGF18_FGFR2         -0.010954  -2.331384   0.993007      1.000000
VTN_ITGA3           -0.011069  -2.309101   0.995005      1.000000
FGF9_FGFR4          -0.011214  -2.343304   0.995005      1.000000
TNFSF13_TNFRSF14    -0.011243  -2.519046   0.996004      1.000000
B2M_CD1A            -0.011436  -2.490124   0.993007      1.000000
MMP7_CD151          -0.011470  -2.326072   0.991009      1.000000
CALM1_SCN4A         -0.011475  -2.358686   0.986014      1.000000
COL4A5_CD93         -0.011624  -2.532809   0.995005      1.000000
LAMC3_ITGA2         -0.011658  -2.407554   0.996004      1.000000
APOE_VLDLR          -0.011660  -2.410346   0.991009      1.000000
FGF11_FGFR1         -0.011665  -2.496911   0.996004      1.000000
LAMC3_ITGB1         -0.011678  -2.470338   0.993007      1.000000
VEGFA_NRP2          -0.011700  -2.534600   0.993007      1.000000
RPS19_C5AR1         -0.011707  -2.389906   0.992008      1.000000
FGF17_FGFR1         -0.011935  -2.508244   0.997003      1.000000
HSPG2_ITGA2         -0.012014  -2.572977   0.996004      1.000000
EFNB2_EPHB3         -0.012017  -2.553192   0.994006      1.000000
ZG16B_TLR2          -0.012035  -2.615861   0.995005      1.000000
WNT11_FZD7          -0.012292  -2.508611   0.998002      1.000000
BTLA_VTCN1          -0.012315  -2.630098   0.997003      1.000000
BMP2_ACVR2B         -0.012336  -2.655726   0.999001      1.000000
COL4A4_ITGA2        -0.012342  -2.710060   0.997003      1.000000
CALM2_GRM7          -0.012361  -2.588177   0.993007      1.000000
OSM_LIFR            -0.012484  -2.567439   0.996004      1.000000
GNAS_AVPR2          -0.012548  -2.622997   0.991009      1.000000
APP_CAV1            -0.012595  -2.661997   0.996004      1.000000
IL1B_IL1R2          -0.012808  -2.817294   0.999001      1.000000
GNAI2_ADCY9         -0.012873  -2.767138   0.999001      1.000000
C4BPA_LRP1          -0.012985  -2.869530   0.998002      1.000000
CXCL13_HTR2A        -0.013012  -2.743133   1.000000      1.000000
VEGFA_NRP1          -0.013023  -2.723771   0.996004      1.000000
DUSP18_ITGB1        -0.013066  -2.862478   0.997003      1.000000
EFNA1_EPHB1         -0.013071  -2.724150   0.999001      1.000000
SFRP1_FZD2          -0.013095  -2.836346   0.996004      1.000000
F13A1_ITGB1         -0.013100  -2.975800   0.998002      1.000000
CXCL13_OPRD1        -0.013184  -2.788814   0.998002      1.000000
EFNA3_EPHA4         -0.013225  -2.746524   1.000000      1.000000
LAMA2_ITGB1         -0.013282  -2.845542   0.999001      1.000000
GNAS_ADCY7          -0.013310  -2.779517   0.997003      1.000000
VCAN_CD44           -0.013348  -2.826726   0.996004      1.000000
GNAI2_OPRD1         -0.013386  -2.797213   0.992008      1.000000
FGF18_FGFR3         -0.013401  -2.851438   0.999001      1.000000
FGF19_FGFR1         -0.013537  -2.863840   0.997003      1.000000
DUSP18_ITGA2        -0.013561  -2.709731   0.999001      1.000000
HGF_SDC1            -0.013664  -3.037970   0.997003      1.000000
FGF13_SCN8A         -0.013803  -2.917439   0.999001      1.000000
TNFSF14_LTBR        -0.013872  -3.154738   0.998002      1.000000
TNF_TNFRSF1A        -0.013936  -2.964522   0.997003      1.000000
TDGF1_GPC1          -0.014159  -3.012640   1.000000      1.000000
PI3_PLD2            -0.014317  -2.892733   1.000000      1.000000
EFNA4_EPHA4         -0.014498  -3.061501   0.998002      1.000000
CALM2_EGFR          -0.014528  -3.186964   0.999001      1.000000
CALM1_GRM7          -0.014562  -3.058727   0.995005      1.000000
SLPI_CD4            -0.014580  -3.003966   0.996004      1.000000
HSP90AA1_EGFR       -0.014597  -3.085149   0.999001      1.000000
CALM1_CACNA1C       -0.014882  -3.284897   1.000000      1.000000
FGF18_FGFR4         -0.014905  -3.273737   0.998002      1.000000
UBA52_ERBB2         -0.014924  -3.087252   0.998002      1.000000
CALM1_SELL          -0.014924  -3.382933   1.000000      1.000000
SEMA3F_NRP2         -0.014942  -3.300101   1.000000      1.000000
PDGFB_LRP1          -0.014991  -3.190910   1.000000      1.000000
TGFB2_TGFBR3        -0.015080  -3.185400   1.000000      1.000000
ZG16B_TLR4          -0.015127  -3.211279   0.999001      1.000000
WNT3_FZD1           -0.015137  -3.094346   0.998002      1.000000
TCN2_LRP2           -0.015174  -3.167706   1.000000      1.000000
SEMA3B_NRP2         -0.015253  -3.285175   0.999001      1.000000
COL6A2_ITGA2        -0.015415  -3.248197   1.000000      1.000000
CALCA_RAMP2         -0.015448  -3.207040   1.000000      1.000000
CALM3_PDE1A         -0.015474  -3.357429   1.000000      1.000000
CCL19_ACKR2         -0.015506  -3.311767   1.000000      1.000000
FGF1_FGFR4          -0.015576  -3.157628   0.999001      1.000000
S100A8_TLR4         -0.015624  -3.325221   1.000000      1.000000
MDK_ITGA4           -0.015674  -3.451294   1.000000      1.000000
SAA1_FPR2           -0.015930  -3.328776   1.000000      1.000000
SEMA4D_ERBB2        -0.016031  -3.461808   0.999001      1.000000
HSPG2_CHRM3         -0.016120  -3.374326   1.000000      1.000000
PODXL2_SELL         -0.016206  -3.632850   1.000000      1.000000
HGF_ST14            -0.016326  -3.478294   1.000000      1.000000
EFNA1_EPHA3         -0.016386  -3.433959   0.999001      1.000000
CD14_ITGB1          -0.016462  -3.614208   1.000000      1.000000
SEMA3E_NRP1         -0.016571  -3.480521   1.000000      1.000000
HSPG2_ITGB1         -0.016621  -3.613300   1.000000      1.000000
F8_LRP1             -0.016731  -3.662342   1.000000      1.000000
CALM2_SCN4A         -0.017123  -3.678609   1.000000      1.000000
FGF2_FGFR2          -0.017455  -3.800949   1.000000      1.000000
FGF13_FGFR1         -0.017505  -3.827300   1.000000      1.000000
PYY_FAP             -0.017606  -3.719817   1.000000      1.000000
PLAT_ITGB2          -0.017763  -3.690572   1.000000      1.000000
PSAP_CELSR1         -0.018034  -3.708627   1.000000      1.000000
CALM1_MYLK          -0.018478  -3.871493   1.000000      1.000000
DLL3_NOTCH2         -0.018625  -3.963275   1.000000      1.000000
CALM3_MYLK          -0.018702  -4.148535   1.000000      1.000000
COL2A1_ITGA10       -0.018877  -4.072710   1.000000      1.000000
LPL_LRP2            -0.018985  -4.067036   1.000000      1.000000
DLL3_NOTCH3         -0.019126  -4.092707   1.000000      1.000000
CALM2_PDE1B         -0.019140  -3.991906   1.000000      1.000000
CALM2_MYLK          -0.019194  -4.129009   0.999001      1.000000
GNAI2_ADCY1         -0.019231  -4.103072   1.000000      1.000000
COL4A4_CD47         -0.019258  -4.379177   1.000000      1.000000
CALM1_FAS           -0.019362  -4.207291   1.000000      1.000000
CALM1_PDE1B         -0.019657  -4.101280   1.000000      1.000000
TNC_SDC4            -0.019710  -4.011366   1.000000      1.000000
WNT3A_LRP1          -0.020129  -4.357868   1.000000      1.000000
DUSP18_RPSA         -0.020346  -4.556619   1.000000      1.000000
C1orf112_PLSCR4     -0.020553  -4.499371   1.000000      1.000000
FGF2_FGFR4          -0.020823  -4.363566   1.000000      1.000000
ZG16B_TLR6          -0.021228  -4.495079   1.000000      1.000000
COL4A4_ITGB1        -0.021291  -4.564924   1.000000      1.000000
FGF7_FGFR3          -0.021294  -4.525716   1.000000      1.000000
EFNA1_EPHA2         -0.021447  -4.588574   1.000000      1.000000
LTB_LTBR            -0.021496  -4.536823   1.000000      1.000000
TNF_TNFRSF1B        -0.021559  -4.558474   1.000000      1.000000
CALM1_PDE1A         -0.021767  -4.691478   1.000000      1.000000
FGF7_FGFR2          -0.021804  -4.597732   1.000000      1.000000
IL16_GRIN2C         -0.022204  -4.654667   1.000000      1.000000
TGFB1_ITGB8         -0.022346  -4.727179   1.000000      1.000000
LIF_IL6ST           -0.022520  -4.785660   1.000000      1.000000
VWF_ITGA2B          -0.022645  -4.697557   1.000000      1.000000
FGF7_FGFR1          -0.022668  -4.897252   1.000000      1.000000
CD55_CR1            -0.022688  -4.724243   1.000000      1.000000
CALM2_PDE1A         -0.022747  -4.675281   1.000000      1.000000
ADM_RAMP2           -0.023113  -4.902770   1.000000      1.000000
EFEMP2_LINGO1       -0.023158  -4.999948   1.000000      1.000000
TGFB2_ENG           -0.023651  -4.906899   1.000000      1.000000
FN1_TMPRSS6         -0.023843  -5.072255   1.000000      1.000000
COL11A1_DDR1        -0.023917  -4.986287   1.000000      1.000000
TGFB2_TGFBR2        -0.024262  -5.117103   1.000000      1.000000
COL1A2_ITGA2B       -0.024466  -5.167836   1.000000      1.000000
COL18A1_GPC4        -0.024627  -5.107152   1.000000      1.000000
IGFBP4_LRP6         -0.024724  -5.529819   1.000000      1.000000
LAMA1_SDC4          -0.024776  -5.251984   1.000000      1.000000
GNAS_PTGIR          -0.025147  -5.492404   1.000000      1.000000
THBS1_SDC4          -0.025676  -5.655892   1.000000      1.000000
APP_NGFR            -0.025840  -5.648171   1.000000      1.000000
FGF2_SDC1           -0.026067  -5.255542   1.000000      1.000000
EFNA3_EPHB6         -0.026751  -5.609376   1.000000      1.000000
GH1_PRLR            -0.027448  -5.868186   1.000000      1.000000
COL4A6_ITGB1        -0.027503  -5.714771   1.000000      1.000000
IGF1_IGF1R          -0.027915  -5.791994   1.000000      1.000000
HSPG2_SDC1          -0.028286  -6.083233   1.000000      1.000000
HRAS_CAV1           -0.028528  -6.207150   1.000000      1.000000
SPP1_S1PR1          -0.028806  -6.134272   1.000000      1.000000
CALM3_PDE1B         -0.029214  -6.087278   1.000000      1.000000
HLA-A_APLP2         -0.029487  -6.157576   1.000000      1.000000
CALM3_SELL          -0.029590  -6.386306   1.000000      1.000000
FBLN1_ITGB1         -0.029663  -6.517288   1.000000      1.000000
B2M_TFRC            -0.029899  -6.403328   1.000000      1.000000
SEMA3C_NRP1         -0.029918  -6.203714   1.000000      1.000000
EFNA1_EPHA4         -0.030011  -6.506298   1.000000      1.000000
APOE_LDLR           -0.030080  -6.305828   1.000000      1.000000
APOE_SCARB1         -0.030442  -6.622276   1.000000      1.000000
FGF7_FGFR4          -0.030865  -6.728412   1.000000      1.000000
F12_CD93            -0.030918  -6.602637   1.000000      1.000000
CDH1_KLRG1          -0.030932  -6.546908   1.000000      1.000000
COL3A1_MAG          -0.031640  -6.726564   1.000000      1.000000
CXCL12_ITGB1        -0.031661  -6.935692   1.000000      1.000000
COL1A1_TMPRSS6      -0.031993  -7.003469   1.000000      1.000000
CTGF_ERBB4          -0.032182  -6.892807   1.000000      1.000000
APOE_LRP8           -0.032578  -7.145451   1.000000      1.000000
COL6A2_ITGB1        -0.032819  -7.198625   1.000000      1.000000
THBS1_CD47          -0.032860  -7.080457   1.000000      1.000000
SEMA3B_NRP1         -0.032880  -6.961627   1.000000      1.000000
SFRP1_FZD6          -0.033073  -7.086632   1.000000      1.000000
FGF2_FGFR1          -0.033110  -7.096960   1.000000      1.000000
VEGFB_RET           -0.033700  -7.640251   1.000000      1.000000
GPC3_CD81           -0.034362  -7.413365   1.000000      1.000000
NID1_PTPRF          -0.034830  -7.526424   1.000000      1.000000
RTN4_NGFR           -0.035117  -7.193796   1.000000      1.000000
ZG16B_CXCR4         -0.035402  -7.359609   1.000000      1.000000
PLAU_LRP2           -0.035411  -7.581306   1.000000      1.000000
THBS2_CD47          -0.036310  -7.981458   1.000000      1.000000
COL2A1_ITGA1        -0.037422  -8.012187   1.000000      1.000000
HSPA1A_TLR4         -0.037423  -7.956102   1.000000      1.000000
FN1_MAG             -0.038206  -8.019573   1.000000      1.000000
SERPINE1_LRP2       -0.038549  -7.794874   1.000000      1.000000
CALM2_SELL          -0.039245  -7.890165   1.000000      1.000000
CDH1_EGFR           -0.039280  -8.419501   1.000000      1.000000
SEMA3F_NRP1         -0.042855  -9.112665   1.000000      1.000000
LTF_GPR162          -0.042960  -8.802245   1.000000      1.000000
EFNA1_EPHB6         -0.043166  -9.518908   1.000000      1.000000
GNAI2_S1PR3         -0.044032  -9.475324   1.000000      1.000000
COL1A2_CD44         -0.044660  -9.475402   1.000000      1.000000
MDK_LRP2            -0.044770  -9.404564   1.000000      1.000000
IL6_IL6ST           -0.044988  -9.437591   1.000000      1.000000
IL20_IL20RA         -0.045105  -9.743535   1.000000      1.000000
FGF2_SDC4           -0.045393  -9.686261   1.000000      1.000000
CYR61_ITGB5         -0.045580  -9.517214   1.000000      1.000000
RSPO3_SDC4          -0.047064  -9.961943   1.000000      1.000000
ADIPOQ_ADIPOR2      -0.047186 -10.007204   1.000000      1.000000
CDH1_PTPRM          -0.047880 -10.304725   1.000000      1.000000
HSP90B1_LRP1        -0.048511 -10.175658   1.000000      1.000000
COL1A1_CD44         -0.049437 -10.340799   1.000000      1.000000
AZGP1_ITGAV         -0.050815 -10.572122   1.000000      1.000000
SLIT2_SDC1          -0.051592 -10.893059   1.000000      1.000000
ADAM12_SDC4         -0.051615 -11.075791   1.000000      1.000000
LRPAP1_LRP1         -0.052084 -11.597983   1.000000      1.000000
HLA-A_ERBB2         -0.054106 -11.776843   1.000000      1.000000
DCN_ERBB4           -0.054224 -11.659673   1.000000      1.000000
ADIPOQ_ADIPOR1      -0.054471 -11.482797   1.000000      1.000000
CXCL12_ACKR3        -0.056144 -11.782084   1.000000      1.000000
CCL5_SDC1           -0.058085 -12.061753   1.000000      1.000000
APP_LRP1            -0.058288 -12.251934   1.000000      1.000000
PIP_CD4             -0.065652 -14.010608   1.000000      1.000000
CGN_TGFBR2          -0.068981 -14.702542   1.000000      1.000000
INHBA_BAMBI         -0.075637 -16.437019   1.000000      1.000000
C3_C5AR2            -0.079166 -16.757162   1.000000      1.000000
CDH1_ITGB7          -0.081585 -17.396355   1.000000      1.000000
CCL5_SDC4           -0.082819 -17.344321   1.000000      1.000000
CD24_SELP           -0.084698 -18.411139   1.000000      1.000000
APP_CD74            -0.086678 -18.523972   1.000000      1.000000
COL5A2_DDR1         -0.109354 -22.299051   1.000000      1.000000
TFPI_SDC4           -0.116831 -24.946379   1.000000      1.000000
APOE_LRP2           -0.120090 -26.115979   1.000000      1.000000
COL3A1_DDR1         -0.174341 -35.340283   1.000000      1.000000
CXCL12_SDC4         -0.176297 -36.091421   1.000000      1.000000
C3_CD46             -0.218227 -46.161798   1.000000      1.000000
COL1A1_DDR1         -0.239785 -47.170562   1.000000      1.000000
C3_IFITM1           -0.241602 -48.811288   1.000000      1.000000
